nodetype,vcpu,ecu,ram,day,subtime,ttime,apptype,externalfile,threading,loadinmem,parallel,filesize
2.1,1,1,2,1,12,102,2,1,1,1,0,3
2.1,1,1,2,1,12,102,2,1,1,1,0,3
2.1,1,1,2,1,12,100,2,1,1,1,0,3
2.1,1,1,2,1,12,103,2,1,1,1,0,3
2.1,1,1,2,1,13,102,2,1,1,1,0,3
2.1,1,1,2,1,13,103,2,1,1,1,0,3
2.1,1,1,2,1,13,102,2,1,1,1,0,3
2.1,1,1,2,1,13,102,2,1,1,1,0,3
2.1,1,1,2,1,13,101,2,1,1,1,0,3
2.1,1,1,2,1,14,101,2,1,1,1,0,3
2.1,1,1,2,1,14,100,2,1,1,1,0,3
2.1,1,1,2,1,14,102,2,1,1,1,0,3
2.1,1,1,2,1,14,102,2,1,1,1,0,3
2.1,1,1,2,1,14,102,2,1,1,1,0,3
2.1,1,1,2,1,15,103,2,1,1,1,0,3
2.1,1,1,2,1,15,101,2,1,1,1,0,3
2.1,1,1,2,1,15,101,2,1,1,1,0,3
2.1,1,1,2,1,15,104,2,1,1,1,0,3
2.1,1,1,2,1,15,102,2,1,1,1,0,3
2.1,1,1,2,1,16,101,2,1,1,1,0,3
2.1,1,1,2,1,16,103,2,1,1,1,0,3
2.1,1,1,2,1,16,102,2,1,1,1,0,3
2.1,1,1,2,1,16,101,2,1,1,1,0,3
2.1,1,1,2,1,16,103,2,1,1,1,0,3
2.1,1,1,2,1,17,104,2,1,1,1,0,3
2.1,1,1,2,1,17,105,2,1,1,1,0,3
2.1,1,1,2,1,17,104,2,1,1,1,0,3
2.1,1,1,2,1,17,103,2,1,1,1,0,3
2.1,1,1,2,1,17,102,2,1,1,1,0,3
2.1,1,1,2,1,18,104,2,1,1,1,0,3
2.1,1,1,2,1,18,102,2,1,1,1,0,3
2.1,1,1,2,1,18,100,2,1,1,1,0,3
2.1,1,1,2,1,18,99,2,1,1,1,0,3
2.1,1,1,2,1,18,100,2,1,1,1,0,3
2.1,1,1,2,1,19,101,2,1,1,1,0,3
2.1,1,1,2,1,19,101,2,1,1,1,0,3
2.1,1,1,2,1,19,100,2,1,1,1,0,3
2.1,1,1,2,1,19,100,2,1,1,1,0,3
2.1,1,1,2,1,19,104,2,1,1,1,0,3
2.1,1,1,2,1,20,101,2,1,1,1,0,3
2.1,1,1,2,1,20,102,2,1,1,1,0,3
2.1,1,1,2,1,20,103,2,1,1,1,0,3
2.1,1,1,2,1,20,102,2,1,1,1,0,3
2.1,1,1,2,1,20,101,2,1,1,1,0,3
2.1,1,1,2,1,21,100,2,1,1,1,0,3
2.1,1,1,2,1,21,101,2,1,1,1,0,3
2.1,1,1,2,1,21,100,2,1,1,1,0,3
2.1,1,1,2,1,21,102,2,1,1,1,0,3
2.1,1,1,2,1,21,101,2,1,1,1,0,3
2.1,1,1,2,1,21,101,2,1,1,1,0,3
2.1,1,1,2,1,22,101,2,1,1,1,0,3
2.1,1,1,2,1,22,101,2,1,1,1,0,3
2.1,1,1,2,1,22,101,2,1,1,1,0,3
2.1,1,1,2,1,22,100,2,1,1,1,0,3
2.1,1,1,2,1,22,99,2,1,1,1,0,3
2.1,1,1,2,1,23,102,2,1,1,1,0,3
2.1,1,1,2,1,23,100,2,1,1,1,0,3
2.1,1,1,2,1,23,99,2,1,1,1,0,3
2.1,1,1,2,1,23,100,2,1,1,1,0,3
2.1,1,1,2,1,23,99,2,1,1,1,0,3
2.1,1,1,2,2,0,100,2,1,1,1,0,3
2.1,1,1,2,2,0,101,2,1,1,1,0,3
2.1,1,1,2,2,0,100,2,1,1,1,0,3
2.1,1,1,2,2,0,99,2,1,1,1,0,3
2.1,1,1,2,2,0,100,2,1,1,1,0,3
2.1,1,1,2,2,1,99,2,1,1,1,0,3
2.1,1,1,2,2,1,100,2,1,1,1,0,3
2.1,1,1,2,2,1,101,2,1,1,1,0,3
2.1,1,1,2,2,1,100,2,1,1,1,0,3
2.1,1,1,2,2,1,99,2,1,1,1,0,3
2.1,1,1,2,2,2,99,2,1,1,1,0,3
2.1,1,1,2,2,2,100,2,1,1,1,0,3
2.1,1,1,2,2,2,99,2,1,1,1,0,3
2.1,1,1,2,2,2,99,2,1,1,1,0,3
2.1,1,1,2,2,2,99,2,1,1,1,0,3
2.1,1,1,2,2,3,101,2,1,1,1,0,3
2.1,1,1,2,2,3,102,2,1,1,1,0,3
2.1,1,1,2,2,3,99,2,1,1,1,0,3
2.1,1,1,2,2,3,98,2,1,1,1,0,3
2.1,1,1,2,2,3,100,2,1,1,1,0,3
2.1,1,1,2,2,4,100,2,1,1,1,0,3
2.1,1,1,2,2,4,99,2,1,1,1,0,3
2.1,1,1,2,2,4,100,2,1,1,1,0,3
2.1,1,1,2,2,4,100,2,1,1,1,0,3
2.1,1,1,2,2,4,100,2,1,1,1,0,3
2.1,1,1,2,2,5,99,2,1,1,1,0,3
2.1,1,1,2,2,5,100,2,1,1,1,0,3
2.1,1,1,2,2,5,100,2,1,1,1,0,3
2.1,1,1,2,2,5,101,2,1,1,1,0,3
2.1,1,1,2,2,5,102,2,1,1,1,0,3
2.1,1,1,2,2,6,102,2,1,1,1,0,3
2.1,1,1,2,2,6,103,2,1,1,1,0,3
2.1,1,1,2,2,6,101,2,1,1,1,0,3
2.1,1,1,2,2,6,101,2,1,1,1,0,3
2.1,1,1,2,2,6,100,2,1,1,1,0,3
2.1,1,1,2,2,6,104,2,1,1,1,0,3
2.1,1,1,2,2,7,102,2,1,1,1,0,3
2.1,1,1,2,2,7,101,2,1,1,1,0,3
2.1,1,1,2,2,7,100,2,1,1,1,0,3
2.1,1,1,2,2,7,104,2,1,1,1,0,3
2.1,1,1,2,2,7,102,2,1,1,1,0,3
2.1,1,1,2,2,8,100,2,1,1,1,0,3
2.1,1,1,2,2,8,101,2,1,1,1,0,3
2.1,1,1,2,2,8,102,2,1,1,1,0,3
2.1,1,1,2,2,8,102,2,1,1,1,0,3
2.1,1,1,2,2,8,101,2,1,1,1,0,3
2.1,1,1,2,2,9,105,2,1,1,1,0,3
2.1,1,1,2,2,9,101,2,1,1,1,0,3
2.1,1,1,2,2,9,102,2,1,1,1,0,3
2.1,1,1,2,2,9,100,2,1,1,1,0,3
2.1,1,1,2,2,9,77,2,1,1,1,0,3
2.1,1,1,2,2,10,102,2,1,1,1,0,3
2.1,1,1,2,2,10,101,2,1,1,1,0,3
2.1,1,1,2,2,10,102,2,1,1,1,0,3
2.1,1,1,2,2,10,101,2,1,1,1,0,3
2.1,1,1,2,2,10,102,2,1,1,1,0,3
2.1,1,1,2,2,11,102,2,1,1,1,0,3
2.1,1,1,2,2,11,102,2,1,1,1,0,3
2.1,1,1,2,2,11,101,2,1,1,1,0,3
2.1,1,1,2,2,11,100,2,1,1,1,0,3
2.1,1,1,2,2,11,100,2,1,1,1,0,3
2.1,1,1,2,2,12,102,2,1,1,1,0,3
2.1,1,1,2,2,12,101,2,1,1,1,0,3
2.1,1,1,2,2,12,103,2,1,1,1,0,3
2.1,1,1,2,2,12,101,2,1,1,1,0,3
2.1,1,1,2,2,12,99,2,1,1,1,0,3
2.1,1,1,2,2,13,103,2,1,1,1,0,3
2.1,1,1,2,2,13,101,2,1,1,1,0,3
2.1,1,1,2,2,13,100,2,1,1,1,0,3
2.1,1,1,2,2,13,104,2,1,1,1,0,3
2.1,1,1,2,2,13,102,2,1,1,1,0,3
2.1,1,1,2,2,14,102,2,1,1,1,0,3
2.1,1,1,2,2,14,100,2,1,1,1,0,3
2.1,1,1,2,2,14,104,2,1,1,1,0,3
2.1,1,1,2,2,14,103,2,1,1,1,0,3
2.1,1,1,2,2,14,100,2,1,1,1,0,3
2.1,1,1,2,2,15,100,2,1,1,1,0,3
2.1,1,1,2,2,15,101,2,1,1,1,0,3
2.1,1,1,2,2,15,102,2,1,1,1,0,3
2.1,1,1,2,2,15,101,2,1,1,1,0,3
2.1,1,1,2,2,15,102,2,1,1,1,0,3
2.1,1,1,2,2,16,105,2,1,1,1,0,3
2.1,1,1,2,2,16,102,2,1,1,1,0,3
2.1,1,1,2,2,16,101,2,1,1,1,0,3
2.1,1,1,2,2,16,103,2,1,1,1,0,3
2.1,1,1,2,2,16,102,2,1,1,1,0,3
2.1,1,1,2,2,16,102,2,1,1,1,0,3
2.1,1,1,2,2,17,100,2,1,1,1,0,3
2.1,1,1,2,2,17,103,2,1,1,1,0,3
2.1,1,1,2,2,17,101,2,1,1,1,0,3
2.1,1,1,2,2,17,102,2,1,1,1,0,3
2.1,1,1,2,2,17,101,2,1,1,1,0,3
2.1,1,1,2,2,18,101,2,1,1,1,0,3
2.1,1,1,2,2,18,102,2,1,1,1,0,3
2.1,1,1,2,2,18,101,2,1,1,1,0,3
2.1,1,1,2,2,18,101,2,1,1,1,0,3
2.1,1,1,2,2,18,101,2,1,1,1,0,3
2.1,1,1,2,2,19,102,2,1,1,1,0,3
2.1,1,1,2,2,19,101,2,1,1,1,0,3
2.1,1,1,2,2,19,101,2,1,1,1,0,3
2.1,1,1,2,2,19,102,2,1,1,1,0,3
2.1,1,1,2,2,19,99,2,1,1,1,0,3
2.1,1,1,2,2,20,99,2,1,1,1,0,3
2.1,1,1,2,2,20,100,2,1,1,1,0,3
2.1,1,1,2,2,20,99,2,1,1,1,0,3
2.1,1,1,2,2,20,101,2,1,1,1,0,3
2.1,1,1,2,2,20,100,2,1,1,1,0,3
2.1,1,1,2,2,21,101,2,1,1,1,0,3
2.1,1,1,2,2,21,101,2,1,1,1,0,3
2.1,1,1,2,2,21,102,2,1,1,1,0,3
2.1,1,1,2,2,21,99,2,1,1,1,0,3
2.1,1,1,2,2,21,103,2,1,1,1,0,3
2.1,1,1,2,2,22,100,2,1,1,1,0,3
2.1,1,1,2,2,22,103,2,1,1,1,0,3
2.1,1,1,2,2,22,101,2,1,1,1,0,3
2.1,1,1,2,2,22,101,2,1,1,1,0,3
2.1,1,1,2,2,22,100,2,1,1,1,0,3
2.1,1,1,2,2,23,100,2,1,1,1,0,3
2.1,1,1,2,2,23,103,2,1,1,1,0,3
2.1,1,1,2,2,23,104,2,1,1,1,0,3
2.1,1,1,2,2,23,102,2,1,1,1,0,3
2.1,1,1,2,2,23,99,2,1,1,1,0,3
2.1,1,1,2,3,0,103,2,1,1,1,0,3
2.1,1,1,2,3,0,102,2,1,1,1,0,3
2.1,1,1,2,3,0,102,2,1,1,1,0,3
2.1,1,1,2,3,0,100,2,1,1,1,0,3
2.1,1,1,2,3,0,101,2,1,1,1,0,3
2.1,1,1,2,3,1,102,2,1,1,1,0,3
2.1,1,1,2,3,1,104,2,1,1,1,0,3
2.1,1,1,2,3,1,100,2,1,1,1,0,3
2.1,1,1,2,3,1,104,2,1,1,1,0,3
2.1,1,1,2,3,1,101,2,1,1,1,0,3
2.1,1,1,2,3,1,104,2,1,1,1,0,3
2.1,1,1,2,3,2,100,2,1,1,1,0,3
2.1,1,1,2,3,2,103,2,1,1,1,0,3
2.1,1,1,2,3,2,101,2,1,1,1,0,3
2.1,1,1,2,3,2,102,2,1,1,1,0,3
2.1,1,1,2,3,2,100,2,1,1,1,0,3
2.1,1,1,2,3,3,76,2,1,1,1,0,3
2.1,1,1,2,3,3,103,2,1,1,1,0,3
2.1,1,1,2,3,3,99,2,1,1,1,0,3
2.1,1,1,2,3,3,102,2,1,1,1,0,3
2.1,1,1,2,3,3,102,2,1,1,1,0,3
2.1,1,1,2,3,4,101,2,1,1,1,0,3
2.1,1,1,2,3,4,103,2,1,1,1,0,3
2.1,1,1,2,3,4,104,2,1,1,1,0,3
2.1,1,1,2,3,4,103,2,1,1,1,0,3
2.1,1,1,2,3,4,104,2,1,1,1,0,3
2.1,1,1,2,3,5,101,2,1,1,1,0,3
2.1,1,1,2,3,5,101,2,1,1,1,0,3
2.1,1,1,2,3,5,102,2,1,1,1,0,3
2.1,1,1,2,3,5,102,2,1,1,1,0,3
2.1,1,1,2,3,5,100,2,1,1,1,0,3
2.1,1,1,2,3,6,76,2,1,1,1,0,3
2.1,1,1,2,3,6,102,2,1,1,1,0,3
2.1,1,1,2,3,6,103,2,1,1,1,0,3
2.1,1,1,2,3,6,101,2,1,1,1,0,3
2.1,1,1,2,3,6,103,2,1,1,1,0,3
2.1,1,1,2,3,7,100,2,1,1,1,0,3
2.1,1,1,2,3,7,100,2,1,1,1,0,3
2.1,1,1,2,3,7,102,2,1,1,1,0,3
2.1,1,1,2,3,7,105,2,1,1,1,0,3
2.1,1,1,2,3,7,101,2,1,1,1,0,3
2.1,1,1,2,3,8,100,2,1,1,1,0,3
2.1,1,1,2,3,8,104,2,1,1,1,0,3
2.1,1,1,2,3,8,104,2,1,1,1,0,3
2.1,1,1,2,3,8,103,2,1,1,1,0,3
2.1,1,1,2,3,8,101,2,1,1,1,0,3
2.1,1,1,2,3,9,101,2,1,1,1,0,3
2.1,1,1,2,3,9,101,2,1,1,1,0,3
2.1,1,1,2,3,9,102,2,1,1,1,0,3
2.1,1,1,2,3,9,102,2,1,1,1,0,3
2.1,1,1,2,3,9,101,2,1,1,1,0,3
2.1,1,1,2,3,10,102,2,1,1,1,0,3
2.1,1,1,2,3,10,104,2,1,1,1,0,3
2.1,1,1,2,3,10,103,2,1,1,1,0,3
2.1,1,1,2,3,10,102,2,1,1,1,0,3
2.1,1,1,2,3,10,104,2,1,1,1,0,3
2.1,1,1,2,3,10,104,2,1,1,1,0,3
2.1,1,1,2,3,11,102,2,1,1,1,0,3
2.1,1,1,2,3,11,103,2,1,1,1,0,3
2.1,1,1,2,3,11,101,2,1,1,1,0,3
2.1,1,1,2,3,11,104,2,1,1,1,0,3
2.1,1,1,2,3,11,101,2,1,1,1,0,3
2.1,1,1,2,3,12,103,2,1,1,1,0,3
2.1,1,1,2,3,12,100,2,1,1,1,0,3
2.1,1,1,2,3,12,102,2,1,1,1,0,3
2.1,1,1,2,3,12,102,2,1,1,1,0,3
2.1,1,1,2,3,12,103,2,1,1,1,0,3
2.1,1,1,2,3,13,102,2,1,1,1,0,3
2.1,1,1,2,3,13,103,2,1,1,1,0,3
2.1,1,1,2,3,13,102,2,1,1,1,0,3
2.1,1,1,2,3,13,104,2,1,1,1,0,3
2.1,1,1,2,3,13,103,2,1,1,1,0,3
2.1,1,1,2,3,14,100,2,1,1,1,0,3
2.1,1,1,2,3,14,105,2,1,1,1,0,3
2.1,1,1,2,3,14,100,2,1,1,1,0,3
2.1,1,1,2,3,14,102,2,1,1,1,0,3
2.1,1,1,2,3,14,102,2,1,1,1,0,3
2.1,1,1,2,3,15,101,2,1,1,1,0,3
2.1,1,1,2,3,15,102,2,1,1,1,0,3
2.1,1,1,2,3,15,104,2,1,1,1,0,3
2.1,1,1,2,3,15,101,2,1,1,1,0,3
2.1,1,1,2,3,15,104,2,1,1,1,0,3
2.1,1,1,2,3,16,103,2,1,1,1,0,3
2.1,1,1,2,3,16,104,2,1,1,1,0,3
2.1,1,1,2,3,16,103,2,1,1,1,0,3
2.1,1,1,2,3,16,102,2,1,1,1,0,3
2.1,1,1,2,3,16,102,2,1,1,1,0,3
2.1,1,1,2,3,17,104,2,1,1,1,0,3
2.1,1,1,2,3,17,103,2,1,1,1,0,3
2.1,1,1,2,3,17,101,2,1,1,1,0,3
2.1,1,1,2,3,17,103,2,1,1,1,0,3
2.1,1,1,2,3,17,103,2,1,1,1,0,3
2.1,1,1,2,3,18,103,2,1,1,1,0,3
2.1,1,1,2,3,18,103,2,1,1,1,0,3
2.1,1,1,2,3,18,101,2,1,1,1,0,3
2.1,1,1,2,3,18,102,2,1,1,1,0,3
2.1,1,1,2,3,18,102,2,1,1,1,0,3
2.1,1,1,2,3,19,101,2,1,1,1,0,3
2.1,1,1,2,3,19,101,2,1,1,1,0,3
2.1,1,1,2,3,19,102,2,1,1,1,0,3
2.1,1,1,2,3,19,100,2,1,1,1,0,3
2.1,1,1,2,3,19,104,2,1,1,1,0,3
2.1,1,1,2,3,20,101,2,1,1,1,0,3
2.1,1,1,2,3,20,102,2,1,1,1,0,3
2.1,1,1,2,3,20,99,2,1,1,1,0,3
2.1,1,1,2,3,20,99,2,1,1,1,0,3
2.1,1,1,2,3,20,99,2,1,1,1,0,3
2.1,1,1,2,3,20,100,2,1,1,1,0,3
2.1,1,1,2,3,21,99,2,1,1,1,0,3
2.1,1,1,2,3,21,101,2,1,1,1,0,3
2.1,1,1,2,3,21,100,2,1,1,1,0,3
2.1,1,1,2,3,21,102,2,1,1,1,0,3
2.1,1,1,2,3,21,100,2,1,1,1,0,3
2.1,1,1,2,3,22,102,2,1,1,1,0,3
2.1,1,1,2,3,22,100,2,1,1,1,0,3
2.1,1,1,2,3,22,100,2,1,1,1,0,3
2.1,1,1,2,3,22,100,2,1,1,1,0,3
2.1,1,1,2,3,22,102,2,1,1,1,0,3
2.1,1,1,2,3,23,100,2,1,1,1,0,3
2.1,1,1,2,3,23,101,2,1,1,1,0,3
2.1,1,1,2,3,23,100,2,1,1,1,0,3
2.1,1,1,2,3,23,99,2,1,1,1,0,3
2.1,1,1,2,3,23,100,2,1,1,1,0,3
2.1,1,1,2,4,0,101,2,1,1,1,0,3
2.1,1,1,2,4,0,100,2,1,1,1,0,3
2.1,1,1,2,4,0,76,2,1,1,1,0,3
2.1,1,1,2,4,0,98,2,1,1,1,0,3
2.1,1,1,2,4,0,93,2,1,1,1,0,3
2.1,1,1,2,4,1,99,2,1,1,1,0,3
2.1,1,1,2,4,1,100,2,1,1,1,0,3
2.1,1,1,2,4,1,101,2,1,1,1,0,3
2.1,1,1,2,4,1,102,2,1,1,1,0,3
2.1,1,1,2,4,1,102,2,1,1,1,0,3
2.1,1,1,2,4,2,102,2,1,1,1,0,3
2.1,1,1,2,4,2,101,2,1,1,1,0,3
2.1,1,1,2,4,2,99,2,1,1,1,0,3
2.1,1,1,2,4,2,99,2,1,1,1,0,3
2.1,1,1,2,4,2,99,2,1,1,1,0,3
2.1,1,1,2,4,3,99,2,1,1,1,0,3
2.1,1,1,2,4,3,100,2,1,1,1,0,3
2.1,1,1,2,4,3,99,2,1,1,1,0,3
2.1,1,1,2,4,3,99,2,1,1,1,0,3
2.1,1,1,2,4,3,101,2,1,1,1,0,3
2.1,1,1,2,4,4,100,2,1,1,1,0,3
2.1,1,1,2,4,4,99,2,1,1,1,0,3
2.1,1,1,2,4,4,99,2,1,1,1,0,3
2.1,1,1,2,4,4,99,2,1,1,1,0,3
2.1,1,1,2,4,4,100,2,1,1,1,0,3
2.1,1,1,2,4,5,99,2,1,1,1,0,3
2.1,1,1,2,4,5,103,2,1,1,1,0,3
2.1,1,1,2,4,5,103,2,1,1,1,0,3
2.1,1,1,2,4,5,103,2,1,1,1,0,3
2.1,1,1,2,4,5,100,2,1,1,1,0,3
2.1,1,1,2,4,5,100,2,1,1,1,0,3
2.1,1,1,2,4,6,100,2,1,1,1,0,3
2.1,1,1,2,4,6,101,2,1,1,1,0,3
2.1,1,1,2,4,6,102,2,1,1,1,0,3
2.1,1,1,2,4,6,78,2,1,1,1,0,3
2.1,1,1,2,4,6,101,2,1,1,1,0,3
2.1,1,1,2,4,7,101,2,1,1,1,0,3
2.1,1,1,2,4,7,101,2,1,1,1,0,3
2.1,1,1,2,4,7,100,2,1,1,1,0,3
2.1,1,1,2,4,7,102,2,1,1,1,0,3
2.1,1,1,2,4,7,101,2,1,1,1,0,3
2.1,1,1,2,4,8,101,2,1,1,1,0,3
2.1,1,1,2,4,8,102,2,1,1,1,0,3
2.1,1,1,2,4,8,101,2,1,1,1,0,3
2.1,1,1,2,4,8,104,2,1,1,1,0,3
2.1,1,1,2,4,8,103,2,1,1,1,0,3
2.1,1,1,2,4,9,101,2,1,1,1,0,3
2.1,1,1,2,4,9,102,2,1,1,1,0,3
2.1,1,1,2,4,9,102,2,1,1,1,0,3
2.1,1,1,2,4,9,102,2,1,1,1,0,3
2.1,1,1,2,4,9,104,2,1,1,1,0,3
2.1,1,1,2,4,10,103,2,1,1,1,0,3
2.1,1,1,2,4,10,100,2,1,1,1,0,3
2.1,1,1,2,4,10,99,2,1,1,1,0,3
2.1,1,1,2,4,10,102,2,1,1,1,0,3
2.1,1,1,2,4,10,103,2,1,1,1,0,3
2.1,1,1,2,4,11,100,2,1,1,1,0,3
2.1,1,1,2,4,11,99,2,1,1,1,0,3
2.1,1,1,2,4,11,103,2,1,1,1,0,3
2.1,1,1,2,4,11,102,2,1,1,1,0,3
2.1,1,1,2,4,11,101,2,1,1,1,0,3
2.1,1,1,2,4,12,100,2,1,1,1,0,3
2.1,1,1,2,4,12,103,2,1,1,1,0,3
2.1,1,1,2,4,12,102,2,1,1,1,0,3
2.1,1,1,2,4,12,102,2,1,1,1,0,3
2.1,1,1,2,4,12,101,2,1,1,1,0,3
2.1,1,1,2,4,13,101,2,1,1,1,0,3
2.1,1,1,2,4,13,102,2,1,1,1,0,3
2.1,1,1,2,4,13,104,2,1,1,1,0,3
2.1,1,1,2,4,13,101,2,1,1,1,0,3
2.1,1,1,2,4,13,105,2,1,1,1,0,3
2.1,1,1,2,4,14,102,2,1,1,1,0,3
2.1,1,1,2,4,14,102,2,1,1,1,0,3
2.1,1,1,2,4,14,100,2,1,1,1,0,3
2.1,1,1,2,4,14,76,2,1,1,1,0,3
2.1,1,1,2,4,14,101,2,1,1,1,0,3
2.1,1,1,2,4,14,102,2,1,1,1,0,3
2.1,1,1,2,4,15,101,2,1,1,1,0,3
2.1,1,1,2,4,15,101,2,1,1,1,0,3
2.1,1,1,2,4,15,105,2,1,1,1,0,3
2.1,1,1,2,4,15,101,2,1,1,1,0,3
2.1,1,1,2,4,15,102,2,1,1,1,0,3
2.1,1,1,2,4,16,102,2,1,1,1,0,3
2.1,1,1,2,4,16,102,2,1,1,1,0,3
2.1,1,1,2,4,16,100,2,1,1,1,0,3
2.1,1,1,2,4,16,102,2,1,1,1,0,3
2.1,1,1,2,4,16,103,2,1,1,1,0,3
2.1,1,1,2,4,17,102,2,1,1,1,0,3
2.1,1,1,2,4,17,100,2,1,1,1,0,3
2.1,1,1,2,4,17,104,2,1,1,1,0,3
2.1,1,1,2,4,17,102,2,1,1,1,0,3
2.1,1,1,2,4,17,102,2,1,1,1,0,3
2.1,1,1,2,4,18,101,2,1,1,1,0,3
2.1,1,1,2,4,18,102,2,1,1,1,0,3
2.1,1,1,2,4,18,100,2,1,1,1,0,3
2.1,1,1,2,4,18,101,2,1,1,1,0,3
2.1,1,1,2,4,18,100,2,1,1,1,0,3
2.1,1,1,2,4,19,99,2,1,1,1,0,3
2.1,1,1,2,4,19,99,2,1,1,1,0,3
2.1,1,1,2,4,19,101,2,1,1,1,0,3
2.1,1,1,2,4,19,99,2,1,1,1,0,3
2.1,1,1,2,4,19,100,2,1,1,1,0,3
2.1,1,1,2,4,20,99,2,1,1,1,0,3
2.1,1,1,2,4,20,99,2,1,1,1,0,3
2.1,1,1,2,4,20,98,2,1,1,1,0,3
2.1,1,1,2,4,20,98,2,1,1,1,0,3
2.1,1,1,2,4,20,99,2,1,1,1,0,3
2.1,1,1,2,4,21,97,2,1,1,1,0,3
2.1,1,1,2,4,21,100,2,1,1,1,0,3
2.1,1,1,2,4,21,98,2,1,1,1,0,3
2.1,1,1,2,4,21,99,2,1,1,1,0,3
2.1,1,1,2,4,21,97,2,1,1,1,0,3
2.1,1,1,2,4,22,98,2,1,1,1,0,3
2.1,1,1,2,4,22,98,2,1,1,1,0,3
2.1,1,1,2,4,22,98,2,1,1,1,0,3
2.1,1,1,2,4,22,98,2,1,1,1,0,3
2.1,1,1,2,4,22,97,2,1,1,1,0,3
2.1,1,1,2,4,23,101,2,1,1,1,0,3
2.1,1,1,2,4,23,98,2,1,1,1,0,3
2.1,1,1,2,4,23,99,2,1,1,1,0,3
2.1,1,1,2,4,23,96,2,1,1,1,0,3
2.1,1,1,2,4,23,98,2,1,1,1,0,3
2.1,1,1,2,4,23,99,2,1,1,1,0,3
2.1,1,1,2,5,0,98,2,1,1,1,0,3
2.1,1,1,2,5,0,97,2,1,1,1,0,3
2.1,1,1,2,5,0,97,2,1,1,1,0,3
2.1,1,1,2,5,0,98,2,1,1,1,0,3
2.1,1,1,2,5,0,96,2,1,1,1,0,3
2.1,1,1,2,5,1,97,2,1,1,1,0,3
2.1,1,1,2,5,1,97,2,1,1,1,0,3
2.1,1,1,2,5,1,97,2,1,1,1,0,3
2.1,1,1,2,5,1,97,2,1,1,1,0,3
2.1,1,1,2,5,1,97,2,1,1,1,0,3
2.1,1,1,2,5,2,97,2,1,1,1,0,3
2.1,1,1,2,5,2,96,2,1,1,1,0,3
2.1,1,1,2,5,2,96,2,1,1,1,0,3
2.1,1,1,2,5,2,98,2,1,1,1,0,3
2.1,1,1,2,5,2,96,2,1,1,1,0,3
2.1,1,1,2,5,3,97,2,1,1,1,0,3
2.1,1,1,2,5,3,96,2,1,1,1,0,3
2.1,1,1,2,5,3,96,2,1,1,1,0,3
2.1,1,1,2,5,3,98,2,1,1,1,0,3
2.1,1,1,2,5,3,95,2,1,1,1,0,3
2.1,1,1,2,5,4,97,2,1,1,1,0,3
2.1,1,1,2,5,4,97,2,1,1,1,0,3
2.1,1,1,2,5,4,97,2,1,1,1,0,3
2.1,1,1,2,5,4,97,2,1,1,1,0,3
2.1,1,1,2,5,4,96,2,1,1,1,0,3
2.1,1,1,2,5,5,96,2,1,1,1,0,3
2.1,1,1,2,5,5,97,2,1,1,1,0,3
2.1,1,1,2,5,5,98,2,1,1,1,0,3
2.1,1,1,2,5,5,96,2,1,1,1,0,3
2.1,1,1,2,5,5,98,2,1,1,1,0,3
2.1,1,1,2,5,6,97,2,1,1,1,0,3
2.1,1,1,2,5,6,97,2,1,1,1,0,3
2.1,1,1,2,5,6,98,2,1,1,1,0,3
2.1,1,1,2,5,6,97,2,1,1,1,0,3
2.1,1,1,2,5,6,97,2,1,1,1,0,3
2.1,1,1,2,5,6,96,2,1,1,1,0,3
2.1,1,1,2,5,7,98,2,1,1,1,0,3
2.1,1,1,2,5,7,97,2,1,1,1,0,3
2.1,1,1,2,5,7,97,2,1,1,1,0,3
2.1,1,1,2,5,7,98,2,1,1,1,0,3
2.1,1,1,2,5,7,99,2,1,1,1,0,3
2.1,1,1,2,5,8,98,2,1,1,1,0,3
2.1,1,1,2,5,8,100,2,1,1,1,0,3
2.1,1,1,2,5,8,98,2,1,1,1,0,3
2.1,1,1,2,5,8,100,2,1,1,1,0,3
2.1,1,1,2,5,8,94,2,1,1,1,0,3
2.1,1,1,2,5,9,100,2,1,1,1,0,3
2.1,1,1,2,5,9,102,2,1,1,1,0,3
2.1,1,1,2,5,9,99,2,1,1,1,0,3
2.1,1,1,2,5,9,99,2,1,1,1,0,3
2.1,1,1,2,5,9,101,2,1,1,1,0,3
2.1,1,1,2,5,10,102,2,1,1,1,0,3
2.1,1,1,2,5,10,101,2,1,1,1,0,3
2.1,1,1,2,5,10,99,2,1,1,1,0,3
2.1,1,1,2,5,10,103,2,1,1,1,0,3
2.1,1,1,2,5,10,102,2,1,1,1,0,3
2.1,1,1,2,5,11,100,2,1,1,1,0,3
2.1,1,1,2,5,11,101,2,1,1,1,0,3
2.1,1,1,2,5,11,102,2,1,1,1,0,3
2.1,1,1,2,5,11,101,2,1,1,1,0,3
2.1,1,1,2,5,11,103,2,1,1,1,0,3
2.1,1,1,2,5,12,101,2,1,1,1,0,3
2.1,1,1,2,5,12,104,2,1,1,1,0,3
2.1,1,1,2,5,12,100,2,1,1,1,0,3
2.1,1,1,2,5,12,101,2,1,1,1,0,3
2.1,1,1,2,5,12,103,2,1,1,1,0,3
2.1,1,1,2,5,13,101,2,1,1,1,0,3
2.1,1,1,2,5,13,102,2,1,1,1,0,3
2.1,1,1,2,5,13,100,2,1,1,1,0,3
2.1,1,1,2,5,13,101,2,1,1,1,0,3
